['0.0011:0.0:0.0023', '0.0004:-0.0019:0.0018', '0.0012:-0.0005:0.0032', '0.0005:-0.0005:0.0023', '0.0002:-0.0011:0.0029', '0.0039:0.0001:0.0006', '0.0015:0.0034:0.0014', '0.0013:0.0016:0.0011', '0.0005:0.0022:0.0011', '0.0014:0.0012:0.0005', '0.0:0.0051:0.001', '0.0004:0.002:0.0014', '0.001:-0.0039:0.0012', '0.0012:-0.0007:0.0014', '0.0015:0.0012:0.0023', '0.0029:0.0001:0.001', '0.0021:0.0001:0.0017', '0.0002:0.0047:0.0002', '0.0013:0.0022:0.0', '0.0004:0.0021:0.0015']['2:1:1', '1:0:2']
['0.0004:-0.0019:0.0018', '0.0012:-0.0005:0.0032', '0.0005:-0.0005:0.0023', '0.0002:-0.0011:0.0029', '0.0039:0.0001:0.0006', '0.0015:0.0034:0.0014', '0.0013:0.0016:0.0011', '0.0005:0.0022:0.0011', '0.0014:0.0012:0.0005', '0.0:0.0051:0.001', '0.0004:0.002:0.0014', '0.001:-0.0039:0.0012', '0.0012:-0.0007:0.0014', '0.0015:0.0012:0.0023', '0.0029:0.0001:0.001', '0.0021:0.0001:0.0017', '0.0002:0.0047:0.0002', '0.0013:0.0022:0.0', '0.0004:0.0021:0.0015', '0.0002:-0.0013:0.0011']['1:0:2', '1:3:1']
['0.0012:-0.0005:0.0032', '0.0005:-0.0005:0.0023', '0.0002:-0.0011:0.0029', '0.0039:0.0001:0.0006', '0.0015:0.0034:0.0014', '0.0013:0.0016:0.0011', '0.0005:0.0022:0.0011', '0.0014:0.0012:0.0005', '0.0:0.0051:0.001', '0.0004:0.002:0.0014', '0.001:-0.0039:0.0012', '0.0012:-0.0007:0.0014', '0.0015:0.0012:0.0023', '0.0029:0.0001:0.001', '0.0021:0.0001:0.0017', '0.0002:0.0047:0.0002', '0.0013:0.0022:0.0', '0.0004:0.0021:0.0015', '0.0002:-0.0013:0.0011', '0.0009:0.0022:0.001']['1:3:1', '1:2:1']
['0.0005:-0.0005:0.0023', '0.0002:-0.0011:0.0029', '0.0039:0.0001:0.0006', '0.0015:0.0034:0.0014', '0.0013:0.0016:0.0011', '0.0005:0.0022:0.0011', '0.0014:0.0012:0.0005', '0.0:0.0051:0.001', '0.0004:0.002:0.0014', '0.001:-0.0039:0.0012', '0.0012:-0.0007:0.0014', '0.0015:0.0012:0.0023', '0.0029:0.0001:0.001', '0.0021:0.0001:0.0017', '0.0002:0.0047:0.0002', '0.0013:0.0022:0.0', '0.0004:0.0021:0.0015', '0.0002:-0.0013:0.0011', '0.0009:0.0022:0.001', '0.0005:-0.0016:0.0015']['1:2:1', '1:-3:1']
['0.0002:-0.0011:0.0029', '0.0039:0.0001:0.0006', '0.0015:0.0034:0.0014', '0.0013:0.0016:0.0011', '0.0005:0.0022:0.0011', '0.0014:0.0012:0.0005', '0.0:0.0051:0.001', '0.0004:0.002:0.0014', '0.001:-0.0039:0.0012', '0.0012:-0.0007:0.0014', '0.0015:0.0012:0.0023', '0.0029:0.0001:0.001', '0.0021:0.0001:0.0017', '0.0002:0.0047:0.0002', '0.0013:0.0022:0.0', '0.0004:0.0021:0.0015', '0.0002:-0.0013:0.0011', '0.0009:0.0022:0.001', '0.0005:-0.0016:0.0015', '0.0007:-0.0052:0.0011']['1:-3:1', '1:2:1']
['0.0039:0.0001:0.0006', '0.0015:0.0034:0.0014', '0.0013:0.0016:0.0011', '0.0005:0.0022:0.0011', '0.0014:0.0012:0.0005', '0.0:0.0051:0.001', '0.0004:0.002:0.0014', '0.001:-0.0039:0.0012', '0.0012:-0.0007:0.0014', '0.0015:0.0012:0.0023', '0.0029:0.0001:0.001', '0.0021:0.0001:0.0017', '0.0002:0.0047:0.0002', '0.0013:0.0022:0.0', '0.0004:0.0021:0.0015', '0.0002:-0.0013:0.0011', '0.0009:0.0022:0.001', '0.0005:-0.0016:0.0015', '0.0007:-0.0052:0.0011', '0.0008:-0.0066:0.0004']['1:2:1', '0:-1:2']
['0.0015:0.0034:0.0014', '0.0013:0.0016:0.0011', '0.0005:0.0022:0.0011', '0.0014:0.0012:0.0005', '0.0:0.0051:0.001', '0.0004:0.002:0.0014', '0.001:-0.0039:0.0012', '0.0012:-0.0007:0.0014', '0.0015:0.0012:0.0023', '0.0029:0.0001:0.001', '0.0021:0.0001:0.0017', '0.0002:0.0047:0.0002', '0.0013:0.0022:0.0', '0.0004:0.0021:0.0015', '0.0002:-0.0013:0.0011', '0.0009:0.0022:0.001', '0.0005:-0.0016:0.0015', '0.0007:-0.0052:0.0011', '0.0008:-0.0066:0.0004', '0.0005:0.0011:0.0023']['0:-1:2', '1:-1:2']
['0.0013:0.0016:0.0011', '0.0005:0.0022:0.0011', '0.0014:0.0012:0.0005', '0.0:0.0051:0.001', '0.0004:0.002:0.0014', '0.001:-0.0039:0.0012', '0.0012:-0.0007:0.0014', '0.0015:0.0012:0.0023', '0.0029:0.0001:0.001', '0.0021:0.0001:0.0017', '0.0002:0.0047:0.0002', '0.0013:0.0022:0.0', '0.0004:0.0021:0.0015', '0.0002:-0.0013:0.0011', '0.0009:0.0022:0.001', '0.0005:-0.0016:0.0015', '0.0007:-0.0052:0.0011', '0.0008:-0.0066:0.0004', '0.0005:0.0011:0.0023', '0.0005:0.0011:0.0014']['1:-1:2', '1:3:1']
['0.0005:0.0022:0.0011', '0.0014:0.0012:0.0005', '0.0:0.0051:0.001', '0.0004:0.002:0.0014', '0.001:-0.0039:0.0012', '0.0012:-0.0007:0.0014', '0.0015:0.0012:0.0023', '0.0029:0.0001:0.001', '0.0021:0.0001:0.0017', '0.0002:0.0047:0.0002', '0.0013:0.0022:0.0', '0.0004:0.0021:0.0015', '0.0002:-0.0013:0.0011', '0.0009:0.0022:0.001', '0.0005:-0.0016:0.0015', '0.0007:-0.0052:0.0011', '0.0008:-0.0066:0.0004', '0.0005:0.0011:0.0023', '0.0005:0.0011:0.0014', '0.0011:0.0011:0.001']['1:3:1', '2:1:1']
['0.0014:0.0012:0.0005', '0.0:0.0051:0.001', '0.0004:0.002:0.0014', '0.001:-0.0039:0.0012', '0.0012:-0.0007:0.0014', '0.0015:0.0012:0.0023', '0.0029:0.0001:0.001', '0.0021:0.0001:0.0017', '0.0002:0.0047:0.0002', '0.0013:0.0022:0.0', '0.0004:0.0021:0.0015', '0.0002:-0.0013:0.0011', '0.0009:0.0022:0.001', '0.0005:-0.0016:0.0015', '0.0007:-0.0052:0.0011', '0.0008:-0.0066:0.0004', '0.0005:0.0011:0.0023', '0.0005:0.0011:0.0014', '0.0011:0.0011:0.001', '0.0016:-0.0027:0.0003']['2:1:1', '2:1:1']
['0.0:0.0051:0.001', '0.0004:0.002:0.0014', '0.001:-0.0039:0.0012', '0.0012:-0.0007:0.0014', '0.0015:0.0012:0.0023', '0.0029:0.0001:0.001', '0.0021:0.0001:0.0017', '0.0002:0.0047:0.0002', '0.0013:0.0022:0.0', '0.0004:0.0021:0.0015', '0.0002:-0.0013:0.0011', '0.0009:0.0022:0.001', '0.0005:-0.0016:0.0015', '0.0007:-0.0052:0.0011', '0.0008:-0.0066:0.0004', '0.0005:0.0011:0.0023', '0.0005:0.0011:0.0014', '0.0011:0.0011:0.001', '0.0016:-0.0027:0.0003', '0.0009:-0.0006:0.0022']['2:1:1', '2:-2:2']
['0.0004:0.002:0.0014', '0.001:-0.0039:0.0012', '0.0012:-0.0007:0.0014', '0.0015:0.0012:0.0023', '0.0029:0.0001:0.001', '0.0021:0.0001:0.0017', '0.0002:0.0047:0.0002', '0.0013:0.0022:0.0', '0.0004:0.0021:0.0015', '0.0002:-0.0013:0.0011', '0.0009:0.0022:0.001', '0.0005:-0.0016:0.0015', '0.0007:-0.0052:0.0011', '0.0008:-0.0066:0.0004', '0.0005:0.0011:0.0023', '0.0005:0.0011:0.0014', '0.0011:0.0011:0.001', '0.0016:-0.0027:0.0003', '0.0009:-0.0006:0.0022', '0.0002:-0.0014:0.0016']['2:-2:2', '0:1:2']
['0.001:-0.0039:0.0012', '0.0012:-0.0007:0.0014', '0.0015:0.0012:0.0023', '0.0029:0.0001:0.001', '0.0021:0.0001:0.0017', '0.0002:0.0047:0.0002', '0.0013:0.0022:0.0', '0.0004:0.0021:0.0015', '0.0002:-0.0013:0.0011', '0.0009:0.0022:0.001', '0.0005:-0.0016:0.0015', '0.0007:-0.0052:0.0011', '0.0008:-0.0066:0.0004', '0.0005:0.0011:0.0023', '0.0005:0.0011:0.0014', '0.0011:0.0011:0.001', '0.0016:-0.0027:0.0003', '0.0009:-0.0006:0.0022', '0.0002:-0.0014:0.0016', '0.0004:0.0003:0.0018']['0:1:2', '2:1:1']
['0.0012:-0.0007:0.0014', '0.0015:0.0012:0.0023', '0.0029:0.0001:0.001', '0.0021:0.0001:0.0017', '0.0002:0.0047:0.0002', '0.0013:0.0022:0.0', '0.0004:0.0021:0.0015', '0.0002:-0.0013:0.0011', '0.0009:0.0022:0.001', '0.0005:-0.0016:0.0015', '0.0007:-0.0052:0.0011', '0.0008:-0.0066:0.0004', '0.0005:0.0011:0.0023', '0.0005:0.0011:0.0014', '0.0011:0.0011:0.001', '0.0016:-0.0027:0.0003', '0.0009:-0.0006:0.0022', '0.0002:-0.0014:0.0016', '0.0004:0.0003:0.0018', '0.001:0.0003:0.0023']['2:1:1', '2:2:1']
['0.0015:0.0012:0.0023', '0.0029:0.0001:0.001', '0.0021:0.0001:0.0017', '0.0002:0.0047:0.0002', '0.0013:0.0022:0.0', '0.0004:0.0021:0.0015', '0.0002:-0.0013:0.0011', '0.0009:0.0022:0.001', '0.0005:-0.0016:0.0015', '0.0007:-0.0052:0.0011', '0.0008:-0.0066:0.0004', '0.0005:0.0011:0.0023', '0.0005:0.0011:0.0014', '0.0011:0.0011:0.001', '0.0016:-0.0027:0.0003', '0.0009:-0.0006:0.0022', '0.0002:-0.0014:0.0016', '0.0004:0.0003:0.0018', '0.001:0.0003:0.0023', '0.0022:-0.0019:0.0017']['2:2:1', '2:1:0']
['0.0029:0.0001:0.001', '0.0021:0.0001:0.0017', '0.0002:0.0047:0.0002', '0.0013:0.0022:0.0', '0.0004:0.0021:0.0015', '0.0002:-0.0013:0.0011', '0.0009:0.0022:0.001', '0.0005:-0.0016:0.0015', '0.0007:-0.0052:0.0011', '0.0008:-0.0066:0.0004', '0.0005:0.0011:0.0023', '0.0005:0.0011:0.0014', '0.0011:0.0011:0.001', '0.0016:-0.0027:0.0003', '0.0009:-0.0006:0.0022', '0.0002:-0.0014:0.0016', '0.0004:0.0003:0.0018', '0.001:0.0003:0.0023', '0.0022:-0.0019:0.0017', '0.0005:-0.0016:0.0011']['2:1:0', '1:2:1']
['0.0021:0.0001:0.0017', '0.0002:0.0047:0.0002', '0.0013:0.0022:0.0', '0.0004:0.0021:0.0015', '0.0002:-0.0013:0.0011', '0.0009:0.0022:0.001', '0.0005:-0.0016:0.0015', '0.0007:-0.0052:0.0011', '0.0008:-0.0066:0.0004', '0.0005:0.0011:0.0023', '0.0005:0.0011:0.0014', '0.0011:0.0011:0.001', '0.0016:-0.0027:0.0003', '0.0009:-0.0006:0.0022', '0.0002:-0.0014:0.0016', '0.0004:0.0003:0.0018', '0.001:0.0003:0.0023', '0.0022:-0.0019:0.0017', '0.0005:-0.0016:0.0011', '0.0002:0.0022:0.0006']['1:2:1', '1:-2:1']
['0.0002:0.0047:0.0002', '0.0013:0.0022:0.0', '0.0004:0.0021:0.0015', '0.0002:-0.0013:0.0011', '0.0009:0.0022:0.001', '0.0005:-0.0016:0.0015', '0.0007:-0.0052:0.0011', '0.0008:-0.0066:0.0004', '0.0005:0.0011:0.0023', '0.0005:0.0011:0.0014', '0.0011:0.0011:0.001', '0.0016:-0.0027:0.0003', '0.0009:-0.0006:0.0022', '0.0002:-0.0014:0.0016', '0.0004:0.0003:0.0018', '0.001:0.0003:0.0023', '0.0022:-0.0019:0.0017', '0.0005:-0.0016:0.0011', '0.0002:0.0022:0.0006', '0.0015:0.001:0.0005']['1:-2:1', '1:-3:1']
['0.0013:0.0022:0.0', '0.0004:0.0021:0.0015', '0.0002:-0.0013:0.0011', '0.0009:0.0022:0.001', '0.0005:-0.0016:0.0015', '0.0007:-0.0052:0.0011', '0.0008:-0.0066:0.0004', '0.0005:0.0011:0.0023', '0.0005:0.0011:0.0014', '0.0011:0.0011:0.001', '0.0016:-0.0027:0.0003', '0.0009:-0.0006:0.0022', '0.0002:-0.0014:0.0016', '0.0004:0.0003:0.0018', '0.001:0.0003:0.0023', '0.0022:-0.0019:0.0017', '0.0005:-0.0016:0.0011', '0.0002:0.0022:0.0006', '0.0015:0.001:0.0005', '0.0003:-0.0001:0.0034']['1:-3:1', '1:-2:1']
['0.0004:0.0021:0.0015', '0.0002:-0.0013:0.0011', '0.0009:0.0022:0.001', '0.0005:-0.0016:0.0015', '0.0007:-0.0052:0.0011', '0.0008:-0.0066:0.0004', '0.0005:0.0011:0.0023', '0.0005:0.0011:0.0014', '0.0011:0.0011:0.001', '0.0016:-0.0027:0.0003', '0.0009:-0.0006:0.0022', '0.0002:-0.0014:0.0016', '0.0004:0.0003:0.0018', '0.001:0.0003:0.0023', '0.0022:-0.0019:0.0017', '0.0005:-0.0016:0.0011', '0.0002:0.0022:0.0006', '0.0015:0.001:0.0005', '0.0003:-0.0001:0.0034', '0.0008:0.0037:0.0002']['1:-2:1', '1:1:1']
['0.0002:-0.0013:0.0011', '0.0009:0.0022:0.001', '0.0005:-0.0016:0.0015', '0.0007:-0.0052:0.0011', '0.0008:-0.0066:0.0004', '0.0005:0.0011:0.0023', '0.0005:0.0011:0.0014', '0.0011:0.0011:0.001', '0.0016:-0.0027:0.0003', '0.0009:-0.0006:0.0022', '0.0002:-0.0014:0.0016', '0.0004:0.0003:0.0018', '0.001:0.0003:0.0023', '0.0022:-0.0019:0.0017', '0.0005:-0.0016:0.0011', '0.0002:0.0022:0.0006', '0.0015:0.001:0.0005', '0.0003:-0.0001:0.0034', '0.0008:0.0037:0.0002', '0.0009:0.0017:0.0009']['1:1:1', '1:2:1']
['0.0009:0.0022:0.001', '0.0005:-0.0016:0.0015', '0.0007:-0.0052:0.0011', '0.0008:-0.0066:0.0004', '0.0005:0.0011:0.0023', '0.0005:0.0011:0.0014', '0.0011:0.0011:0.001', '0.0016:-0.0027:0.0003', '0.0009:-0.0006:0.0022', '0.0002:-0.0014:0.0016', '0.0004:0.0003:0.0018', '0.001:0.0003:0.0023', '0.0022:-0.0019:0.0017', '0.0005:-0.0016:0.0011', '0.0002:0.0022:0.0006', '0.0015:0.001:0.0005', '0.0003:-0.0001:0.0034', '0.0008:0.0037:0.0002', '0.0009:0.0017:0.0009', '0.0005:-0.0032:0.0013']['1:2:1', '1:2:1']
['0.0005:-0.0016:0.0015', '0.0007:-0.0052:0.0011', '0.0008:-0.0066:0.0004', '0.0005:0.0011:0.0023', '0.0005:0.0011:0.0014', '0.0011:0.0011:0.001', '0.0016:-0.0027:0.0003', '0.0009:-0.0006:0.0022', '0.0002:-0.0014:0.0016', '0.0004:0.0003:0.0018', '0.001:0.0003:0.0023', '0.0022:-0.0019:0.0017', '0.0005:-0.0016:0.0011', '0.0002:0.0022:0.0006', '0.0015:0.001:0.0005', '0.0003:-0.0001:0.0034', '0.0008:0.0037:0.0002', '0.0009:0.0017:0.0009', '0.0005:-0.0032:0.0013', '0.0002:0.0029:0.001']['1:2:1', '1:2:1']
['0.0007:-0.0052:0.0011', '0.0008:-0.0066:0.0004', '0.0005:0.0011:0.0023', '0.0005:0.0011:0.0014', '0.0011:0.0011:0.001', '0.0016:-0.0027:0.0003', '0.0009:-0.0006:0.0022', '0.0002:-0.0014:0.0016', '0.0004:0.0003:0.0018', '0.001:0.0003:0.0023', '0.0022:-0.0019:0.0017', '0.0005:-0.0016:0.0011', '0.0002:0.0022:0.0006', '0.0015:0.001:0.0005', '0.0003:-0.0001:0.0034', '0.0008:0.0037:0.0002', '0.0009:0.0017:0.0009', '0.0005:-0.0032:0.0013', '0.0002:0.0029:0.001', '0.0:-0.0007:0.002']['1:2:1', '1:2:2']
['0.0008:-0.0066:0.0004', '0.0005:0.0011:0.0023', '0.0005:0.0011:0.0014', '0.0011:0.0011:0.001', '0.0016:-0.0027:0.0003', '0.0009:-0.0006:0.0022', '0.0002:-0.0014:0.0016', '0.0004:0.0003:0.0018', '0.001:0.0003:0.0023', '0.0022:-0.0019:0.0017', '0.0005:-0.0016:0.0011', '0.0002:0.0022:0.0006', '0.0015:0.001:0.0005', '0.0003:-0.0001:0.0034', '0.0008:0.0037:0.0002', '0.0009:0.0017:0.0009', '0.0005:-0.0032:0.0013', '0.0002:0.0029:0.001', '0.0:-0.0007:0.002', '0.0004:-0.0005:0.0035']['1:2:2', '1:-2:1']
['0.0005:0.0011:0.0023', '0.0005:0.0011:0.0014', '0.0011:0.0011:0.001', '0.0016:-0.0027:0.0003', '0.0009:-0.0006:0.0022', '0.0002:-0.0014:0.0016', '0.0004:0.0003:0.0018', '0.001:0.0003:0.0023', '0.0022:-0.0019:0.0017', '0.0005:-0.0016:0.0011', '0.0002:0.0022:0.0006', '0.0015:0.001:0.0005', '0.0003:-0.0001:0.0034', '0.0008:0.0037:0.0002', '0.0009:0.0017:0.0009', '0.0005:-0.0032:0.0013', '0.0002:0.0029:0.001', '0.0:-0.0007:0.002', '0.0004:-0.0005:0.0035', '0.0002:0.0042:0.0002']['1:-2:1', '1:2:1']
['0.0005:0.0011:0.0014', '0.0011:0.0011:0.001', '0.0016:-0.0027:0.0003', '0.0009:-0.0006:0.0022', '0.0002:-0.0014:0.0016', '0.0004:0.0003:0.0018', '0.001:0.0003:0.0023', '0.0022:-0.0019:0.0017', '0.0005:-0.0016:0.0011', '0.0002:0.0022:0.0006', '0.0015:0.001:0.0005', '0.0003:-0.0001:0.0034', '0.0008:0.0037:0.0002', '0.0009:0.0017:0.0009', '0.0005:-0.0032:0.0013', '0.0002:0.0029:0.001', '0.0:-0.0007:0.002', '0.0004:-0.0005:0.0035', '0.0002:0.0042:0.0002', '0.0015:0.001:0.0009']['1:2:1', '2:0:1']
['0.0011:0.0011:0.001', '0.0016:-0.0027:0.0003', '0.0009:-0.0006:0.0022', '0.0002:-0.0014:0.0016', '0.0004:0.0003:0.0018', '0.001:0.0003:0.0023', '0.0022:-0.0019:0.0017', '0.0005:-0.0016:0.0011', '0.0002:0.0022:0.0006', '0.0015:0.001:0.0005', '0.0003:-0.0001:0.0034', '0.0008:0.0037:0.0002', '0.0009:0.0017:0.0009', '0.0005:-0.0032:0.0013', '0.0002:0.0029:0.001', '0.0:-0.0007:0.002', '0.0004:-0.0005:0.0035', '0.0002:0.0042:0.0002', '0.0015:0.001:0.0009', '0.0015:0.0006:0.0007']['2:0:1', '2:-1:2']
['0.0016:-0.0027:0.0003', '0.0009:-0.0006:0.0022', '0.0002:-0.0014:0.0016', '0.0004:0.0003:0.0018', '0.001:0.0003:0.0023', '0.0022:-0.0019:0.0017', '0.0005:-0.0016:0.0011', '0.0002:0.0022:0.0006', '0.0015:0.001:0.0005', '0.0003:-0.0001:0.0034', '0.0008:0.0037:0.0002', '0.0009:0.0017:0.0009', '0.0005:-0.0032:0.0013', '0.0002:0.0029:0.001', '0.0:-0.0007:0.002', '0.0004:-0.0005:0.0035', '0.0002:0.0042:0.0002', '0.0015:0.001:0.0009', '0.0015:0.0006:0.0007', '0.002:-0.0015:0.0018']['2:-1:2', '0:2:2']
['0.0009:-0.0006:0.0022', '0.0002:-0.0014:0.0016', '0.0004:0.0003:0.0018', '0.001:0.0003:0.0023', '0.0022:-0.0019:0.0017', '0.0005:-0.0016:0.0011', '0.0002:0.0022:0.0006', '0.0015:0.001:0.0005', '0.0003:-0.0001:0.0034', '0.0008:0.0037:0.0002', '0.0009:0.0017:0.0009', '0.0005:-0.0032:0.0013', '0.0002:0.0029:0.001', '0.0:-0.0007:0.002', '0.0004:-0.0005:0.0035', '0.0002:0.0042:0.0002', '0.0015:0.001:0.0009', '0.0015:0.0006:0.0007', '0.002:-0.0015:0.0018', '0.0:0.0009:0.0017']['0:2:2', '1:2:1']
['0.0002:-0.0014:0.0016', '0.0004:0.0003:0.0018', '0.001:0.0003:0.0023', '0.0022:-0.0019:0.0017', '0.0005:-0.0016:0.0011', '0.0002:0.0022:0.0006', '0.0015:0.001:0.0005', '0.0003:-0.0001:0.0034', '0.0008:0.0037:0.0002', '0.0009:0.0017:0.0009', '0.0005:-0.0032:0.0013', '0.0002:0.0029:0.001', '0.0:-0.0007:0.002', '0.0004:-0.0005:0.0035', '0.0002:0.0042:0.0002', '0.0015:0.001:0.0009', '0.0015:0.0006:0.0007', '0.002:-0.0015:0.0018', '0.0:0.0009:0.0017', '0.0022:0.0004:0.0005']['1:2:1', '0:-1:1']
['0.0004:0.0003:0.0018', '0.001:0.0003:0.0023', '0.0022:-0.0019:0.0017', '0.0005:-0.0016:0.0011', '0.0002:0.0022:0.0006', '0.0015:0.001:0.0005', '0.0003:-0.0001:0.0034', '0.0008:0.0037:0.0002', '0.0009:0.0017:0.0009', '0.0005:-0.0032:0.0013', '0.0002:0.0029:0.001', '0.0:-0.0007:0.002', '0.0004:-0.0005:0.0035', '0.0002:0.0042:0.0002', '0.0015:0.001:0.0009', '0.0015:0.0006:0.0007', '0.002:-0.0015:0.0018', '0.0:0.0009:0.0017', '0.0022:0.0004:0.0005', '0.0021:0.0019:0.0006']['0:-1:1', '1:2:1']
['0.001:0.0003:0.0023', '0.0022:-0.0019:0.0017', '0.0005:-0.0016:0.0011', '0.0002:0.0022:0.0006', '0.0015:0.001:0.0005', '0.0003:-0.0001:0.0034', '0.0008:0.0037:0.0002', '0.0009:0.0017:0.0009', '0.0005:-0.0032:0.0013', '0.0002:0.0029:0.001', '0.0:-0.0007:0.002', '0.0004:-0.0005:0.0035', '0.0002:0.0042:0.0002', '0.0015:0.001:0.0009', '0.0015:0.0006:0.0007', '0.002:-0.0015:0.0018', '0.0:0.0009:0.0017', '0.0022:0.0004:0.0005', '0.0021:0.0019:0.0006', '0.0019:0.0007:0.0']['1:2:1', '1:2:1']
['0.0022:-0.0019:0.0017', '0.0005:-0.0016:0.0011', '0.0002:0.0022:0.0006', '0.0015:0.001:0.0005', '0.0003:-0.0001:0.0034', '0.0008:0.0037:0.0002', '0.0009:0.0017:0.0009', '0.0005:-0.0032:0.0013', '0.0002:0.0029:0.001', '0.0:-0.0007:0.002', '0.0004:-0.0005:0.0035', '0.0002:0.0042:0.0002', '0.0015:0.001:0.0009', '0.0015:0.0006:0.0007', '0.002:-0.0015:0.0018', '0.0:0.0009:0.0017', '0.0022:0.0004:0.0005', '0.0021:0.0019:0.0006', '0.0019:0.0007:0.0', '0.0006:0.0022:0.001']['1:2:1', '1:-3:1']
['0.0005:-0.0016:0.0011', '0.0002:0.0022:0.0006', '0.0015:0.001:0.0005', '0.0003:-0.0001:0.0034', '0.0008:0.0037:0.0002', '0.0009:0.0017:0.0009', '0.0005:-0.0032:0.0013', '0.0002:0.0029:0.001', '0.0:-0.0007:0.002', '0.0004:-0.0005:0.0035', '0.0002:0.0042:0.0002', '0.0015:0.001:0.0009', '0.0015:0.0006:0.0007', '0.002:-0.0015:0.0018', '0.0:0.0009:0.0017', '0.0022:0.0004:0.0005', '0.0021:0.0019:0.0006', '0.0019:0.0007:0.0', '0.0006:0.0022:0.001', '0.0013:-0.0015:0.0007']['1:-3:1', '1:-3:2']
['0.0002:0.0022:0.0006', '0.0015:0.001:0.0005', '0.0003:-0.0001:0.0034', '0.0008:0.0037:0.0002', '0.0009:0.0017:0.0009', '0.0005:-0.0032:0.0013', '0.0002:0.0029:0.001', '0.0:-0.0007:0.002', '0.0004:-0.0005:0.0035', '0.0002:0.0042:0.0002', '0.0015:0.001:0.0009', '0.0015:0.0006:0.0007', '0.002:-0.0015:0.0018', '0.0:0.0009:0.0017', '0.0022:0.0004:0.0005', '0.0021:0.0019:0.0006', '0.0019:0.0007:0.0', '0.0006:0.0022:0.001', '0.0013:-0.0015:0.0007', '0.0007:-0.0038:0.0014']['1:-3:2', '1:0:1']
['0.0015:0.001:0.0005', '0.0003:-0.0001:0.0034', '0.0008:0.0037:0.0002', '0.0009:0.0017:0.0009', '0.0005:-0.0032:0.0013', '0.0002:0.0029:0.001', '0.0:-0.0007:0.002', '0.0004:-0.0005:0.0035', '0.0002:0.0042:0.0002', '0.0015:0.001:0.0009', '0.0015:0.0006:0.0007', '0.002:-0.0015:0.0018', '0.0:0.0009:0.0017', '0.0022:0.0004:0.0005', '0.0021:0.0019:0.0006', '0.0019:0.0007:0.0', '0.0006:0.0022:0.001', '0.0013:-0.0015:0.0007', '0.0007:-0.0038:0.0014', '0.0004:-0.002:0.0012']['1:0:1', '2:-1:1']
['0.0003:-0.0001:0.0034', '0.0008:0.0037:0.0002', '0.0009:0.0017:0.0009', '0.0005:-0.0032:0.0013', '0.0002:0.0029:0.001', '0.0:-0.0007:0.002', '0.0004:-0.0005:0.0035', '0.0002:0.0042:0.0002', '0.0015:0.001:0.0009', '0.0015:0.0006:0.0007', '0.002:-0.0015:0.0018', '0.0:0.0009:0.0017', '0.0022:0.0004:0.0005', '0.0021:0.0019:0.0006', '0.0019:0.0007:0.0', '0.0006:0.0022:0.001', '0.0013:-0.0015:0.0007', '0.0007:-0.0038:0.0014', '0.0004:-0.002:0.0012', '0.0011:0.0012:0.0002']['2:-1:1', '1:-1:2']
['0.0008:0.0037:0.0002', '0.0009:0.0017:0.0009', '0.0005:-0.0032:0.0013', '0.0002:0.0029:0.001', '0.0:-0.0007:0.002', '0.0004:-0.0005:0.0035', '0.0002:0.0042:0.0002', '0.0015:0.001:0.0009', '0.0015:0.0006:0.0007', '0.002:-0.0015:0.0018', '0.0:0.0009:0.0017', '0.0022:0.0004:0.0005', '0.0021:0.0019:0.0006', '0.0019:0.0007:0.0', '0.0006:0.0022:0.001', '0.0013:-0.0015:0.0007', '0.0007:-0.0038:0.0014', '0.0004:-0.002:0.0012', '0.0011:0.0012:0.0002', '0.0006:0.0021:0.0007']['1:-1:2', '1:3:1']
['0.0009:0.0017:0.0009', '0.0005:-0.0032:0.0013', '0.0002:0.0029:0.001', '0.0:-0.0007:0.002', '0.0004:-0.0005:0.0035', '0.0002:0.0042:0.0002', '0.0015:0.001:0.0009', '0.0015:0.0006:0.0007', '0.002:-0.0015:0.0018', '0.0:0.0009:0.0017', '0.0022:0.0004:0.0005', '0.0021:0.0019:0.0006', '0.0019:0.0007:0.0', '0.0006:0.0022:0.001', '0.0013:-0.0015:0.0007', '0.0007:-0.0038:0.0014', '0.0004:-0.002:0.0012', '0.0011:0.0012:0.0002', '0.0006:0.0021:0.0007', '0.0004:0.0028:0.0006']['1:3:1', '1:1:2']
['0.0005:-0.0032:0.0013', '0.0002:0.0029:0.001', '0.0:-0.0007:0.002', '0.0004:-0.0005:0.0035', '0.0002:0.0042:0.0002', '0.0015:0.001:0.0009', '0.0015:0.0006:0.0007', '0.002:-0.0015:0.0018', '0.0:0.0009:0.0017', '0.0022:0.0004:0.0005', '0.0021:0.0019:0.0006', '0.0019:0.0007:0.0', '0.0006:0.0022:0.001', '0.0013:-0.0015:0.0007', '0.0007:-0.0038:0.0014', '0.0004:-0.002:0.0012', '0.0011:0.0012:0.0002', '0.0006:0.0021:0.0007', '0.0004:0.0028:0.0006', '0.0005:0.0021:0.0006']['1:1:2', '1:1:1']
