['0.0036:0.0162:0.0017', '0.0048:-0.0024:0.0135', '0.0005:0.0066:0.007', '0.0014:-0.0046:0.0052', '0.002:-0.0171:0.0011', '0.0059:0.0041:0.0057', '0.0035:-0.0116:0.0054', '0.0012:-0.004:0.007', '0.0064:-0.0038:0.0031', '0.0076:0.0038:0.0032']['2:0:2', '1:-1:2']
['0.0048:-0.0024:0.0135', '0.0005:0.0066:0.007', '0.0014:-0.0046:0.0052', '0.002:-0.0171:0.0011', '0.0059:0.0041:0.0057', '0.0035:-0.0116:0.0054', '0.0012:-0.004:0.007', '0.0064:-0.0038:0.0031', '0.0076:0.0038:0.0032', '0.0036:0.016:0.0012']['1:-1:2', '1:3:2']
['0.0005:0.0066:0.007', '0.0014:-0.0046:0.0052', '0.002:-0.0171:0.0011', '0.0059:0.0041:0.0057', '0.0035:-0.0116:0.0054', '0.0012:-0.004:0.007', '0.0064:-0.0038:0.0031', '0.0076:0.0038:0.0032', '0.0036:0.016:0.0012', '0.0032:-0.0026:0.0027']['1:3:2', '2:-1:2']
['0.0014:-0.0046:0.0052', '0.002:-0.0171:0.0011', '0.0059:0.0041:0.0057', '0.0035:-0.0116:0.0054', '0.0012:-0.004:0.007', '0.0064:-0.0038:0.0031', '0.0076:0.0038:0.0032', '0.0036:0.016:0.0012', '0.0032:-0.0026:0.0027', '0.0013:-0.01:0.0044']['2:-1:2', '2:2:0']
['0.002:-0.0171:0.0011', '0.0059:0.0041:0.0057', '0.0035:-0.0116:0.0054', '0.0012:-0.004:0.007', '0.0064:-0.0038:0.0031', '0.0076:0.0038:0.0032', '0.0036:0.016:0.0012', '0.0032:-0.0026:0.0027', '0.0013:-0.01:0.0044', '0.0034:0.0043:0.0021']['2:2:0', '2:1:1']
['0.0059:0.0041:0.0057', '0.0035:-0.0116:0.0054', '0.0012:-0.004:0.007', '0.0064:-0.0038:0.0031', '0.0076:0.0038:0.0032', '0.0036:0.016:0.0012', '0.0032:-0.0026:0.0027', '0.0013:-0.01:0.0044', '0.0034:0.0043:0.0021', '0.0024:0.0005:0.01']['2:1:1', '2:1:1']
['0.0035:-0.0116:0.0054', '0.0012:-0.004:0.007', '0.0064:-0.0038:0.0031', '0.0076:0.0038:0.0032', '0.0036:0.016:0.0012', '0.0032:-0.0026:0.0027', '0.0013:-0.01:0.0044', '0.0034:0.0043:0.0021', '0.0024:0.0005:0.01', '0.0009:-0.0144:0.002']['2:1:1', '2:-3:1']
['0.0012:-0.004:0.007', '0.0064:-0.0038:0.0031', '0.0076:0.0038:0.0032', '0.0036:0.016:0.0012', '0.0032:-0.0026:0.0027', '0.0013:-0.01:0.0044', '0.0034:0.0043:0.0021', '0.0024:0.0005:0.01', '0.0009:-0.0144:0.002', '0.0023:0.0056:0.0016']['2:-3:1', '1:-3:2']
['0.0064:-0.0038:0.0031', '0.0076:0.0038:0.0032', '0.0036:0.016:0.0012', '0.0032:-0.0026:0.0027', '0.0013:-0.01:0.0044', '0.0034:0.0043:0.0021', '0.0024:0.0005:0.01', '0.0009:-0.0144:0.002', '0.0023:0.0056:0.0016', '0.0006:0.0034:0.0088']['1:-3:2', '2:1:1']
['0.0076:0.0038:0.0032', '0.0036:0.016:0.0012', '0.0032:-0.0026:0.0027', '0.0013:-0.01:0.0044', '0.0034:0.0043:0.0021', '0.0024:0.0005:0.01', '0.0009:-0.0144:0.002', '0.0023:0.0056:0.0016', '0.0006:0.0034:0.0088', '0.0026:0.0052:0.0035']['2:1:1', '2:-3:2']
['0.0036:0.016:0.0012', '0.0032:-0.0026:0.0027', '0.0013:-0.01:0.0044', '0.0034:0.0043:0.0021', '0.0024:0.0005:0.01', '0.0009:-0.0144:0.002', '0.0023:0.0056:0.0016', '0.0006:0.0034:0.0088', '0.0026:0.0052:0.0035', '0.0049:-0.0071:0.001']['2:-3:2', '1:2:2']
['0.0032:-0.0026:0.0027', '0.0013:-0.01:0.0044', '0.0034:0.0043:0.0021', '0.0024:0.0005:0.01', '0.0009:-0.0144:0.002', '0.0023:0.0056:0.0016', '0.0006:0.0034:0.0088', '0.0026:0.0052:0.0035', '0.0049:-0.0071:0.001', '0.0031:-0.0041:0.0007']['1:2:2', '2:-3:1']
['0.0013:-0.01:0.0044', '0.0034:0.0043:0.0021', '0.0024:0.0005:0.01', '0.0009:-0.0144:0.002', '0.0023:0.0056:0.0016', '0.0006:0.0034:0.0088', '0.0026:0.0052:0.0035', '0.0049:-0.0071:0.001', '0.0031:-0.0041:0.0007', '0.0102:0.0049:0.0014']['2:-3:1', '2:-2:2']
['0.0034:0.0043:0.0021', '0.0024:0.0005:0.01', '0.0009:-0.0144:0.002', '0.0023:0.0056:0.0016', '0.0006:0.0034:0.0088', '0.0026:0.0052:0.0035', '0.0049:-0.0071:0.001', '0.0031:-0.0041:0.0007', '0.0102:0.0049:0.0014', '0.003:0.0125:0.0023']['2:-2:2', '2:-3:2']
['0.0024:0.0005:0.01', '0.0009:-0.0144:0.002', '0.0023:0.0056:0.0016', '0.0006:0.0034:0.0088', '0.0026:0.0052:0.0035', '0.0049:-0.0071:0.001', '0.0031:-0.0041:0.0007', '0.0102:0.0049:0.0014', '0.003:0.0125:0.0023', '0.0007:-0.0138:0.0042']['2:-3:2', '2:1:2']
['0.0009:-0.0144:0.002', '0.0023:0.0056:0.0016', '0.0006:0.0034:0.0088', '0.0026:0.0052:0.0035', '0.0049:-0.0071:0.001', '0.0031:-0.0041:0.0007', '0.0102:0.0049:0.0014', '0.003:0.0125:0.0023', '0.0007:-0.0138:0.0042', '0.0032:-0.002:0.0018']['2:1:2', '2:3:2']
['0.0023:0.0056:0.0016', '0.0006:0.0034:0.0088', '0.0026:0.0052:0.0035', '0.0049:-0.0071:0.001', '0.0031:-0.0041:0.0007', '0.0102:0.0049:0.0014', '0.003:0.0125:0.0023', '0.0007:-0.0138:0.0042', '0.0032:-0.002:0.0018', '0.0012:-0.0106:0.0012']['2:3:2', '2:-3:1']
['0.0006:0.0034:0.0088', '0.0026:0.0052:0.0035', '0.0049:-0.0071:0.001', '0.0031:-0.0041:0.0007', '0.0102:0.0049:0.0014', '0.003:0.0125:0.0023', '0.0007:-0.0138:0.0042', '0.0032:-0.002:0.0018', '0.0012:-0.0106:0.0012', '0.0026:0.0045:0.0027']['2:-3:1', '2:-1:2']
['0.0026:0.0052:0.0035', '0.0049:-0.0071:0.001', '0.0031:-0.0041:0.0007', '0.0102:0.0049:0.0014', '0.003:0.0125:0.0023', '0.0007:-0.0138:0.0042', '0.0032:-0.002:0.0018', '0.0012:-0.0106:0.0012', '0.0026:0.0045:0.0027', '0.001:0.0104:0.0019']['2:-1:2', '1:-3:1']
['0.0049:-0.0071:0.001', '0.0031:-0.0041:0.0007', '0.0102:0.0049:0.0014', '0.003:0.0125:0.0023', '0.0007:-0.0138:0.0042', '0.0032:-0.002:0.0018', '0.0012:-0.0106:0.0012', '0.0026:0.0045:0.0027', '0.001:0.0104:0.0019', '0.0049:0.0:0.0054']['1:-3:1', '2:-2:2']
['0.0031:-0.0041:0.0007', '0.0102:0.0049:0.0014', '0.003:0.0125:0.0023', '0.0007:-0.0138:0.0042', '0.0032:-0.002:0.0018', '0.0012:-0.0106:0.0012', '0.0026:0.0045:0.0027', '0.001:0.0104:0.0019', '0.0049:0.0:0.0054', '0.0009:-0.0019:0.0036']['2:-2:2', '2:3:2']
['0.0102:0.0049:0.0014', '0.003:0.0125:0.0023', '0.0007:-0.0138:0.0042', '0.0032:-0.002:0.0018', '0.0012:-0.0106:0.0012', '0.0026:0.0045:0.0027', '0.001:0.0104:0.0019', '0.0049:0.0:0.0054', '0.0009:-0.0019:0.0036', '0.0013:0.0072:0.0027']['2:3:2', '2:1:2']
['0.003:0.0125:0.0023', '0.0007:-0.0138:0.0042', '0.0032:-0.002:0.0018', '0.0012:-0.0106:0.0012', '0.0026:0.0045:0.0027', '0.001:0.0104:0.0019', '0.0049:0.0:0.0054', '0.0009:-0.0019:0.0036', '0.0013:0.0072:0.0027', '0.0037:-0.0004:0.0069']['2:1:2', '2:3:2']
['0.0007:-0.0138:0.0042', '0.0032:-0.002:0.0018', '0.0012:-0.0106:0.0012', '0.0026:0.0045:0.0027', '0.001:0.0104:0.0019', '0.0049:0.0:0.0054', '0.0009:-0.0019:0.0036', '0.0013:0.0072:0.0027', '0.0037:-0.0004:0.0069', '0.0069:0.0021:0.0003']['2:3:2', '2:-3:1']
['0.0032:-0.002:0.0018', '0.0012:-0.0106:0.0012', '0.0026:0.0045:0.0027', '0.001:0.0104:0.0019', '0.0049:0.0:0.0054', '0.0009:-0.0019:0.0036', '0.0013:0.0072:0.0027', '0.0037:-0.0004:0.0069', '0.0069:0.0021:0.0003', '0.0043:0.0006:0.0018']['2:-3:1', '1:3:1']
['0.0012:-0.0106:0.0012', '0.0026:0.0045:0.0027', '0.001:0.0104:0.0019', '0.0049:0.0:0.0054', '0.0009:-0.0019:0.0036', '0.0013:0.0072:0.0027', '0.0037:-0.0004:0.0069', '0.0069:0.0021:0.0003', '0.0043:0.0006:0.0018', '0.0073:0.0002:0.0009']['1:3:1', '2:-3:1']
['0.0026:0.0045:0.0027', '0.001:0.0104:0.0019', '0.0049:0.0:0.0054', '0.0009:-0.0019:0.0036', '0.0013:0.0072:0.0027', '0.0037:-0.0004:0.0069', '0.0069:0.0021:0.0003', '0.0043:0.0006:0.0018', '0.0073:0.0002:0.0009', '0.0031:-0.0094:0.0009']['2:-3:1', '1:-2:2']
['0.001:0.0104:0.0019', '0.0049:0.0:0.0054', '0.0009:-0.0019:0.0036', '0.0013:0.0072:0.0027', '0.0037:-0.0004:0.0069', '0.0069:0.0021:0.0003', '0.0043:0.0006:0.0018', '0.0073:0.0002:0.0009', '0.0031:-0.0094:0.0009', '0.0012:-0.0064:0.0022']['1:-2:2', '1:0:2']
['0.0049:0.0:0.0054', '0.0009:-0.0019:0.0036', '0.0013:0.0072:0.0027', '0.0037:-0.0004:0.0069', '0.0069:0.0021:0.0003', '0.0043:0.0006:0.0018', '0.0073:0.0002:0.0009', '0.0031:-0.0094:0.0009', '0.0012:-0.0064:0.0022', '0.0066:0.0002:0.0013']['1:0:2', '2:-3:2']
['0.0009:-0.0019:0.0036', '0.0013:0.0072:0.0027', '0.0037:-0.0004:0.0069', '0.0069:0.0021:0.0003', '0.0043:0.0006:0.0018', '0.0073:0.0002:0.0009', '0.0031:-0.0094:0.0009', '0.0012:-0.0064:0.0022', '0.0066:0.0002:0.0013', '0.0046:-0.0046:0.0024']['2:-3:2', '2:1:2']
['0.0013:0.0072:0.0027', '0.0037:-0.0004:0.0069', '0.0069:0.0021:0.0003', '0.0043:0.0006:0.0018', '0.0073:0.0002:0.0009', '0.0031:-0.0094:0.0009', '0.0012:-0.0064:0.0022', '0.0066:0.0002:0.0013', '0.0046:-0.0046:0.0024', '0.0015:0.0033:0.003']['2:1:2', '2:3:2']
['0.0037:-0.0004:0.0069', '0.0069:0.0021:0.0003', '0.0043:0.0006:0.0018', '0.0073:0.0002:0.0009', '0.0031:-0.0094:0.0009', '0.0012:-0.0064:0.0022', '0.0066:0.0002:0.0013', '0.0046:-0.0046:0.0024', '0.0015:0.0033:0.003', '0.0036:-0.0088:0.0005']['2:3:2', '1:3:1']
['0.0069:0.0021:0.0003', '0.0043:0.0006:0.0018', '0.0073:0.0002:0.0009', '0.0031:-0.0094:0.0009', '0.0012:-0.0064:0.0022', '0.0066:0.0002:0.0013', '0.0046:-0.0046:0.0024', '0.0015:0.0033:0.003', '0.0036:-0.0088:0.0005', '0.002:-0.0023:0.0041']['1:3:1', '1:-3:1']
['0.0043:0.0006:0.0018', '0.0073:0.0002:0.0009', '0.0031:-0.0094:0.0009', '0.0012:-0.0064:0.0022', '0.0066:0.0002:0.0013', '0.0046:-0.0046:0.0024', '0.0015:0.0033:0.003', '0.0036:-0.0088:0.0005', '0.002:-0.0023:0.0041', '0.0038:-0.0044:0.003']['1:-3:1', '1:-2:1']
['0.0073:0.0002:0.0009', '0.0031:-0.0094:0.0009', '0.0012:-0.0064:0.0022', '0.0066:0.0002:0.0013', '0.0046:-0.0046:0.0024', '0.0015:0.0033:0.003', '0.0036:-0.0088:0.0005', '0.002:-0.0023:0.0041', '0.0038:-0.0044:0.003', '0.0037:0.0013:0.0075']['1:-2:1', '2:-2:0']
['0.0031:-0.0094:0.0009', '0.0012:-0.0064:0.0022', '0.0066:0.0002:0.0013', '0.0046:-0.0046:0.0024', '0.0015:0.0033:0.003', '0.0036:-0.0088:0.0005', '0.002:-0.0023:0.0041', '0.0038:-0.0044:0.003', '0.0037:0.0013:0.0075', '0.0073:0.0078:0.0027']['2:-2:0', '2:1:2']
['0.0012:-0.0064:0.0022', '0.0066:0.0002:0.0013', '0.0046:-0.0046:0.0024', '0.0015:0.0033:0.003', '0.0036:-0.0088:0.0005', '0.002:-0.0023:0.0041', '0.0038:-0.0044:0.003', '0.0037:0.0013:0.0075', '0.0073:0.0078:0.0027', '0.0037:-0.008:0.0011']['2:1:2', '1:3:2']
['0.0066:0.0002:0.0013', '0.0046:-0.0046:0.0024', '0.0015:0.0033:0.003', '0.0036:-0.0088:0.0005', '0.002:-0.0023:0.0041', '0.0038:-0.0044:0.003', '0.0037:0.0013:0.0075', '0.0073:0.0078:0.0027', '0.0037:-0.008:0.0011', '0.0043:-0.0017:0.0041']['1:3:2', '1:3:1']
['0.0046:-0.0046:0.0024', '0.0015:0.0033:0.003', '0.0036:-0.0088:0.0005', '0.002:-0.0023:0.0041', '0.0038:-0.0044:0.003', '0.0037:0.0013:0.0075', '0.0073:0.0078:0.0027', '0.0037:-0.008:0.0011', '0.0043:-0.0017:0.0041', '0.0019:-0.0055:0.0017']['1:3:1', '1:3:2']
['0.0015:0.0033:0.003', '0.0036:-0.0088:0.0005', '0.002:-0.0023:0.0041', '0.0038:-0.0044:0.003', '0.0037:0.0013:0.0075', '0.0073:0.0078:0.0027', '0.0037:-0.008:0.0011', '0.0043:-0.0017:0.0041', '0.0019:-0.0055:0.0017', '0.0036:-0.003:0.0035']['1:3:2', '2:-3:1']
['0.0036:-0.0088:0.0005', '0.002:-0.0023:0.0041', '0.0038:-0.0044:0.003', '0.0037:0.0013:0.0075', '0.0073:0.0078:0.0027', '0.0037:-0.008:0.0011', '0.0043:-0.0017:0.0041', '0.0019:-0.0055:0.0017', '0.0036:-0.003:0.0035', '0.0049:0.0075:0.0047']['2:-3:1', '2:3:1']
['0.002:-0.0023:0.0041', '0.0038:-0.0044:0.003', '0.0037:0.0013:0.0075', '0.0073:0.0078:0.0027', '0.0037:-0.008:0.0011', '0.0043:-0.0017:0.0041', '0.0019:-0.0055:0.0017', '0.0036:-0.003:0.0035', '0.0049:0.0075:0.0047', '0.0041:0.0003:0.0059']['2:3:1', '2:2:2']
['0.0038:-0.0044:0.003', '0.0037:0.0013:0.0075', '0.0073:0.0078:0.0027', '0.0037:-0.008:0.0011', '0.0043:-0.0017:0.0041', '0.0019:-0.0055:0.0017', '0.0036:-0.003:0.0035', '0.0049:0.0075:0.0047', '0.0041:0.0003:0.0059', '0.003:0.0076:0.004']['2:2:2', '2:-2:2']
['0.0037:0.0013:0.0075', '0.0073:0.0078:0.0027', '0.0037:-0.008:0.0011', '0.0043:-0.0017:0.0041', '0.0019:-0.0055:0.0017', '0.0036:-0.003:0.0035', '0.0049:0.0075:0.0047', '0.0041:0.0003:0.0059', '0.003:0.0076:0.004', '0.0059:-0.0088:0.0005']['2:-2:2', '2:1:1']
['0.0073:0.0078:0.0027', '0.0037:-0.008:0.0011', '0.0043:-0.0017:0.0041', '0.0019:-0.0055:0.0017', '0.0036:-0.003:0.0035', '0.0049:0.0075:0.0047', '0.0041:0.0003:0.0059', '0.003:0.0076:0.004', '0.0059:-0.0088:0.0005', '0.0015:0.0098:0.0016']['2:1:1', '1:3:2']
['0.0037:-0.008:0.0011', '0.0043:-0.0017:0.0041', '0.0019:-0.0055:0.0017', '0.0036:-0.003:0.0035', '0.0049:0.0075:0.0047', '0.0041:0.0003:0.0059', '0.003:0.0076:0.004', '0.0059:-0.0088:0.0005', '0.0015:0.0098:0.0016', '0.0065:-0.0052:0.0004']['1:3:2', '1:2:2']
['0.0043:-0.0017:0.0041', '0.0019:-0.0055:0.0017', '0.0036:-0.003:0.0035', '0.0049:0.0075:0.0047', '0.0041:0.0003:0.0059', '0.003:0.0076:0.004', '0.0059:-0.0088:0.0005', '0.0015:0.0098:0.0016', '0.0065:-0.0052:0.0004', '0.0014:-0.0032:0.0023']['1:2:2', '1:-1:2']
['0.0019:-0.0055:0.0017', '0.0036:-0.003:0.0035', '0.0049:0.0075:0.0047', '0.0041:0.0003:0.0059', '0.003:0.0076:0.004', '0.0059:-0.0088:0.0005', '0.0015:0.0098:0.0016', '0.0065:-0.0052:0.0004', '0.0014:-0.0032:0.0023', '0.0011:0.0:0.0051']['1:-1:2', '2:1:2']
['0.0036:-0.003:0.0035', '0.0049:0.0075:0.0047', '0.0041:0.0003:0.0059', '0.003:0.0076:0.004', '0.0059:-0.0088:0.0005', '0.0015:0.0098:0.0016', '0.0065:-0.0052:0.0004', '0.0014:-0.0032:0.0023', '0.0011:0.0:0.0051', '0.0033:-0.0079:0.006']['2:1:2', '1:1:1']
['0.0049:0.0075:0.0047', '0.0041:0.0003:0.0059', '0.003:0.0076:0.004', '0.0059:-0.0088:0.0005', '0.0015:0.0098:0.0016', '0.0065:-0.0052:0.0004', '0.0014:-0.0032:0.0023', '0.0011:0.0:0.0051', '0.0033:-0.0079:0.006', '0.0062:0.001:0.0048']['1:1:1', '1:2:2']
['0.0041:0.0003:0.0059', '0.003:0.0076:0.004', '0.0059:-0.0088:0.0005', '0.0015:0.0098:0.0016', '0.0065:-0.0052:0.0004', '0.0014:-0.0032:0.0023', '0.0011:0.0:0.0051', '0.0033:-0.0079:0.006', '0.0062:0.001:0.0048', '0.003:0.0062:0.0023']['1:2:2', '2:1:2']
['0.003:0.0076:0.004', '0.0059:-0.0088:0.0005', '0.0015:0.0098:0.0016', '0.0065:-0.0052:0.0004', '0.0014:-0.0032:0.0023', '0.0011:0.0:0.0051', '0.0033:-0.0079:0.006', '0.0062:0.001:0.0048', '0.003:0.0062:0.0023', '0.0009:0.006:0.0017']['2:1:2', '2:2:1']
['0.0059:-0.0088:0.0005', '0.0015:0.0098:0.0016', '0.0065:-0.0052:0.0004', '0.0014:-0.0032:0.0023', '0.0011:0.0:0.0051', '0.0033:-0.0079:0.006', '0.0062:0.001:0.0048', '0.003:0.0062:0.0023', '0.0009:0.006:0.0017', '0.0007:-0.0051:0.0019']['2:2:1', '1:1:2']
['0.0015:0.0098:0.0016', '0.0065:-0.0052:0.0004', '0.0014:-0.0032:0.0023', '0.0011:0.0:0.0051', '0.0033:-0.0079:0.006', '0.0062:0.001:0.0048', '0.003:0.0062:0.0023', '0.0009:0.006:0.0017', '0.0007:-0.0051:0.0019', '0.0015:-0.0026:0.0019']['1:1:2', '1:-3:2']
['0.0065:-0.0052:0.0004', '0.0014:-0.0032:0.0023', '0.0011:0.0:0.0051', '0.0033:-0.0079:0.006', '0.0062:0.001:0.0048', '0.003:0.0062:0.0023', '0.0009:0.006:0.0017', '0.0007:-0.0051:0.0019', '0.0015:-0.0026:0.0019', '0.0047:-0.0039:0.0003']['1:-3:2', '2:-1:2']
['0.0014:-0.0032:0.0023', '0.0011:0.0:0.0051', '0.0033:-0.0079:0.006', '0.0062:0.001:0.0048', '0.003:0.0062:0.0023', '0.0009:0.006:0.0017', '0.0007:-0.0051:0.0019', '0.0015:-0.0026:0.0019', '0.0047:-0.0039:0.0003', '0.0046:0.0004:0.0021']['2:-1:2', '2:-3:1']
['0.0011:0.0:0.0051', '0.0033:-0.0079:0.006', '0.0062:0.001:0.0048', '0.003:0.0062:0.0023', '0.0009:0.006:0.0017', '0.0007:-0.0051:0.0019', '0.0015:-0.0026:0.0019', '0.0047:-0.0039:0.0003', '0.0046:0.0004:0.0021', '0.001:0.005:0.0042']['2:-3:1', '2:3:1']
['0.0033:-0.0079:0.006', '0.0062:0.001:0.0048', '0.003:0.0062:0.0023', '0.0009:0.006:0.0017', '0.0007:-0.0051:0.0019', '0.0015:-0.0026:0.0019', '0.0047:-0.0039:0.0003', '0.0046:0.0004:0.0021', '0.001:0.005:0.0042', '0.0016:0.005:0.0015']['2:3:1', '2:3:1']
['0.0062:0.001:0.0048', '0.003:0.0062:0.0023', '0.0009:0.006:0.0017', '0.0007:-0.0051:0.0019', '0.0015:-0.0026:0.0019', '0.0047:-0.0039:0.0003', '0.0046:0.0004:0.0021', '0.001:0.005:0.0042', '0.0016:0.005:0.0015', '0.0017:0.0057:0.0031']['2:3:1', '2:-3:0']
['0.003:0.0062:0.0023', '0.0009:0.006:0.0017', '0.0007:-0.0051:0.0019', '0.0015:-0.0026:0.0019', '0.0047:-0.0039:0.0003', '0.0046:0.0004:0.0021', '0.001:0.005:0.0042', '0.0016:0.005:0.0015', '0.0017:0.0057:0.0031', '0.0022:-0.0057:0.0004']['2:-3:0', '2:2:1']
['0.0009:0.006:0.0017', '0.0007:-0.0051:0.0019', '0.0015:-0.0026:0.0019', '0.0047:-0.0039:0.0003', '0.0046:0.0004:0.0021', '0.001:0.005:0.0042', '0.0016:0.005:0.0015', '0.0017:0.0057:0.0031', '0.0022:-0.0057:0.0004', '0.0033:0.0075:0.0008']['2:2:1', '2:-3:2']
['0.0007:-0.0051:0.0019', '0.0015:-0.0026:0.0019', '0.0047:-0.0039:0.0003', '0.0046:0.0004:0.0021', '0.001:0.005:0.0042', '0.0016:0.005:0.0015', '0.0017:0.0057:0.0031', '0.0022:-0.0057:0.0004', '0.0033:0.0075:0.0008', '0.003:0.0031:0.0033']['2:-3:2', '2:-2:1']
['0.0015:-0.0026:0.0019', '0.0047:-0.0039:0.0003', '0.0046:0.0004:0.0021', '0.001:0.005:0.0042', '0.0016:0.005:0.0015', '0.0017:0.0057:0.0031', '0.0022:-0.0057:0.0004', '0.0033:0.0075:0.0008', '0.003:0.0031:0.0033', '0.0035:-0.0028:0.002']['2:-2:1', '2:-3:1']
['0.0047:-0.0039:0.0003', '0.0046:0.0004:0.0021', '0.001:0.005:0.0042', '0.0016:0.005:0.0015', '0.0017:0.0057:0.0031', '0.0022:-0.0057:0.0004', '0.0033:0.0075:0.0008', '0.003:0.0031:0.0033', '0.0035:-0.0028:0.002', '0.0075:0.0003:0.0007']['2:-3:1', '2:2:2']
['0.0046:0.0004:0.0021', '0.001:0.005:0.0042', '0.0016:0.005:0.0015', '0.0017:0.0057:0.0031', '0.0022:-0.0057:0.0004', '0.0033:0.0075:0.0008', '0.003:0.0031:0.0033', '0.0035:-0.0028:0.002', '0.0075:0.0003:0.0007', '0.0015:0.0103:0.002']['2:2:2', '2:1:2']
['0.001:0.005:0.0042', '0.0016:0.005:0.0015', '0.0017:0.0057:0.0031', '0.0022:-0.0057:0.0004', '0.0033:0.0075:0.0008', '0.003:0.0031:0.0033', '0.0035:-0.0028:0.002', '0.0075:0.0003:0.0007', '0.0015:0.0103:0.002', '0.0014:0.002:0.0033']['2:1:2', '2:1:2']
['0.0016:0.005:0.0015', '0.0017:0.0057:0.0031', '0.0022:-0.0057:0.0004', '0.0033:0.0075:0.0008', '0.003:0.0031:0.0033', '0.0035:-0.0028:0.002', '0.0075:0.0003:0.0007', '0.0015:0.0103:0.002', '0.0014:0.002:0.0033', '0.0007:-0.001:0.0064']['2:1:2', '1:-2:2']
['0.0017:0.0057:0.0031', '0.0022:-0.0057:0.0004', '0.0033:0.0075:0.0008', '0.003:0.0031:0.0033', '0.0035:-0.0028:0.002', '0.0075:0.0003:0.0007', '0.0015:0.0103:0.002', '0.0014:0.002:0.0033', '0.0007:-0.001:0.0064', '0.0033:0.0019:0.0033']['1:-2:2', '1:3:1']
['0.0022:-0.0057:0.0004', '0.0033:0.0075:0.0008', '0.003:0.0031:0.0033', '0.0035:-0.0028:0.002', '0.0075:0.0003:0.0007', '0.0015:0.0103:0.002', '0.0014:0.002:0.0033', '0.0007:-0.001:0.0064', '0.0033:0.0019:0.0033', '0.0013:0.0019:0.0018']['1:3:1', '1:-3:1']
['0.0033:0.0075:0.0008', '0.003:0.0031:0.0033', '0.0035:-0.0028:0.002', '0.0075:0.0003:0.0007', '0.0015:0.0103:0.002', '0.0014:0.002:0.0033', '0.0007:-0.001:0.0064', '0.0033:0.0019:0.0033', '0.0013:0.0019:0.0018', '0.0012:0.0021:0.0073']['1:-3:1', '2:-1:2']
['0.003:0.0031:0.0033', '0.0035:-0.0028:0.002', '0.0075:0.0003:0.0007', '0.0015:0.0103:0.002', '0.0014:0.002:0.0033', '0.0007:-0.001:0.0064', '0.0033:0.0019:0.0033', '0.0013:0.0019:0.0018', '0.0012:0.0021:0.0073', '0.0029:0.0002:0.0047']['2:-1:2', '1:-3:1']
['0.0035:-0.0028:0.002', '0.0075:0.0003:0.0007', '0.0015:0.0103:0.002', '0.0014:0.002:0.0033', '0.0007:-0.001:0.0064', '0.0033:0.0019:0.0033', '0.0013:0.0019:0.0018', '0.0012:0.0021:0.0073', '0.0029:0.0002:0.0047', '0.0023:0.0021:0.0013']['1:-3:1', '2:-1:2']
['0.0075:0.0003:0.0007', '0.0015:0.0103:0.002', '0.0014:0.002:0.0033', '0.0007:-0.001:0.0064', '0.0033:0.0019:0.0033', '0.0013:0.0019:0.0018', '0.0012:0.0021:0.0073', '0.0029:0.0002:0.0047', '0.0023:0.0021:0.0013', '0.0014:0.0004:0.0034']['2:-1:2', '1:-2:2']
['0.0015:0.0103:0.002', '0.0014:0.002:0.0033', '0.0007:-0.001:0.0064', '0.0033:0.0019:0.0033', '0.0013:0.0019:0.0018', '0.0012:0.0021:0.0073', '0.0029:0.0002:0.0047', '0.0023:0.0021:0.0013', '0.0014:0.0004:0.0034', '0.0014:-0.0098:0.0049']['1:-2:2', '2:1:2']
['0.0014:0.002:0.0033', '0.0007:-0.001:0.0064', '0.0033:0.0019:0.0033', '0.0013:0.0019:0.0018', '0.0012:0.0021:0.0073', '0.0029:0.0002:0.0047', '0.0023:0.0021:0.0013', '0.0014:0.0004:0.0034', '0.0014:-0.0098:0.0049', '0.0027:-0.0013:0.0038']['2:1:2', '1:-3:1']
['0.0007:-0.001:0.0064', '0.0033:0.0019:0.0033', '0.0013:0.0019:0.0018', '0.0012:0.0021:0.0073', '0.0029:0.0002:0.0047', '0.0023:0.0021:0.0013', '0.0014:0.0004:0.0034', '0.0014:-0.0098:0.0049', '0.0027:-0.0013:0.0038', '0.0026:-0.0056:0.0013']['1:-3:1', '2:2:1']
['0.0033:0.0019:0.0033', '0.0013:0.0019:0.0018', '0.0012:0.0021:0.0073', '0.0029:0.0002:0.0047', '0.0023:0.0021:0.0013', '0.0014:0.0004:0.0034', '0.0014:-0.0098:0.0049', '0.0027:-0.0013:0.0038', '0.0026:-0.0056:0.0013', '0.0022:0.0176:0.0009']['2:2:1', '2:3:1']
['0.0013:0.0019:0.0018', '0.0012:0.0021:0.0073', '0.0029:0.0002:0.0047', '0.0023:0.0021:0.0013', '0.0014:0.0004:0.0034', '0.0014:-0.0098:0.0049', '0.0027:-0.0013:0.0038', '0.0026:-0.0056:0.0013', '0.0022:0.0176:0.0009', '0.0033:0.0045:0.0013']['2:3:1', '2:3:1']
['0.0012:0.0021:0.0073', '0.0029:0.0002:0.0047', '0.0023:0.0021:0.0013', '0.0014:0.0004:0.0034', '0.0014:-0.0098:0.0049', '0.0027:-0.0013:0.0038', '0.0026:-0.0056:0.0013', '0.0022:0.0176:0.0009', '0.0033:0.0045:0.0013', '0.003:-0.009:0.0002']['2:3:1', '1:2:1']
